,employee_id,satisfaction_level,last_evaluation,number_project,avg_monthly_hours,company_tenure,work_accident,left,promotion_last_5years,department,salary,satisfaction_range,evaluation_range
6283,6284,0.92,0.77,3,236,3,0,0,0,sales,medium,excellent,good
6284,6285,0.63,0.67,4,149,3,1,0,0,sales,medium,average,average
6285,6286,0.91,0.69,5,240,3,0,0,0,sales,medium,excellent,average
6286,6287,0.4,0.67,3,115,3,0,0,0,accounting,medium,poor,average
6287,6288,0.82,0.62,4,267,3,1,0,0,accounting,medium,excellent,average
6288,6289,0.81,0.88,4,149,3,0,0,0,accounting,medium,good,excellent
6289,6290,0.61,0.69,3,224,3,0,0,0,hr,medium,average,average
6290,6291,0.3,0.57,2,158,2,0,0,0,hr,medium,poor,poor
6291,6292,0.59,0.72,2,107,3,0,0,0,hr,medium,average,average
6292,6293,0.2,0.56,3,217,5,0,0,0,hr,medium,very_poor,poor
6293,6294,0.75,0.56,2,212,2,0,0,0,engineering,medium,good,poor
6294,6295,0.59,0.79,3,270,3,0,0,0,engineering,high,average,good
6295,6296,0.63,0.53,4,243,2,0,0,0,engineering,low,average,poor
6296,6297,0.77,0.68,5,162,4,1,0,0,engineering,medium,good,average
6297,6298,0.82,0.6,5,232,2,0,0,0,engineering,medium,excellent,poor
6298,6299,0.6,0.85,5,187,4,0,0,0,engineering,medium,average,good
6299,6300,0.83,0.72,3,259,2,0,0,0,engineering,medium,excellent,average
6300,6301,0.67,0.6,4,209,2,0,0,0,engineering,low,good,poor
6301,6302,0.84,0.56,5,97,6,0,0,0,engineering,low,excellent,poor
6302,6303,0.68,0.79,5,139,4,0,0,0,engineering,low,good,good
6303,6304,0.74,0.92,4,258,3,1,0,0,engineering,low,good,excellent
6304,6305,0.63,0.64,3,208,2,1,0,0,support,low,average,average
6305,6306,0.88,0.9,2,233,3,0,0,0,support,low,excellent,excellent
6306,6307,1.0,0.81,3,168,4,0,0,0,support,low,excellent,good
6307,6308,0.7,0.87,4,252,2,1,0,0,support,low,good,good
6308,6309,0.5,0.71,5,171,4,0,0,0,support,low,average,average
6309,6310,0.94,0.66,5,219,3,0,0,0,support,low,excellent,average
6310,6311,0.67,0.54,3,213,4,0,0,0,support,low,good,poor
6311,6312,0.8,0.88,5,199,4,0,0,0,support,low,good,excellent
6312,6313,0.7,0.88,4,245,2,0,0,0,support,low,good,excellent
6313,6314,0.24,0.73,4,273,5,0,0,0,support,low,very_poor,average
6314,6315,0.98,1.0,4,202,3,0,0,0,support,low,excellent,excellent
6315,6316,0.76,0.65,4,240,3,0,0,0,engineering,low,good,average
6316,6317,0.78,0.5,4,155,4,0,0,0,engineering,low,good,poor
6317,6318,0.42,0.91,3,209,2,0,0,0,engineering,low,poor,excellent
6318,6319,0.83,0.64,4,210,3,0,0,0,management,medium,excellent,average
6319,6320,0.98,0.81,4,266,6,0,0,0,IT,medium,excellent,good
6320,6321,0.64,0.81,2,226,2,0,0,0,IT,medium,good,good
6321,6322,0.67,0.75,4,133,2,0,0,0,IT,medium,good,good
6322,6323,0.26,0.39,3,99,4,0,0,0,IT,medium,very_poor,very_poor
6323,6324,0.97,0.64,3,237,3,0,0,0,IT,medium,excellent,average
6324,6325,0.48,0.6,4,230,3,0,0,0,product_mng,medium,average,poor
6325,6326,0.84,0.55,4,149,2,0,0,0,product_mng,medium,excellent,poor
6326,6327,0.71,0.74,4,206,4,0,0,0,product_mng,medium,good,average
6327,6328,1.0,0.84,3,185,3,0,0,0,product_mng,medium,excellent,good
6328,6329,0.6,0.76,5,269,2,0,0,0,IT,medium,average,good
6329,6330,0.95,0.37,6,233,5,0,0,0,R&D,medium,excellent,very_poor
6330,6331,0.56,0.56,3,162,2,0,0,0,R&D,high,average,poor
6331,6332,0.75,0.49,2,173,3,1,0,0,R&D,low,good,poor
6332,6333,0.98,0.53,6,253,4,0,0,0,R&D,medium,excellent,poor
6333,6334,0.7,0.72,5,134,3,0,0,0,R&D,medium,good,average
6334,6335,0.65,0.92,4,133,3,0,0,0,marketing,medium,good,excellent
6335,6336,0.8,0.81,5,143,2,0,0,0,sales,medium,good,good
6336,6337,0.49,0.78,3,264,4,0,0,0,accounting,low,average,good
6337,6338,0.32,0.73,3,180,6,0,0,0,support,low,poor,average
6338,6339,0.88,0.54,3,235,2,1,0,0,engineering,low,excellent,poor
6339,6340,0.8,0.97,4,232,2,0,0,0,management,low,good,excellent
6340,6341,0.73,0.74,4,181,4,0,0,0,marketing,low,good,average
6341,6342,0.72,0.58,3,198,2,0,0,0,marketing,low,good,poor
6342,6343,0.58,0.78,5,211,3,1,0,0,marketing,low,average,good
6343,6344,0.66,0.96,4,216,3,0,0,0,sales,low,good,excellent
6344,6345,0.63,0.79,3,197,3,1,0,0,sales,low,average,good
6345,6346,0.69,0.56,2,214,2,0,0,0,sales,low,good,poor
6346,6347,0.49,0.59,3,185,3,0,0,0,sales,low,average,poor
6347,6348,0.6,0.45,3,173,2,0,0,0,sales,low,average,very_poor
6348,6349,0.5,0.63,4,229,4,0,0,0,sales,low,average,average
6349,6350,0.34,0.81,4,116,3,1,0,0,sales,low,poor,good
6350,6351,0.79,0.6,5,223,3,0,0,0,sales,low,good,poor
6351,6352,0.98,0.68,4,154,3,0,0,0,sales,low,excellent,average
6352,6353,0.96,0.97,5,240,2,0,0,0,sales,low,excellent,excellent
6353,6354,0.88,0.89,3,139,2,0,0,0,sales,low,excellent,excellent
6354,6355,0.6,0.61,2,275,2,0,0,0,sales,low,average,poor
6355,6356,0.62,0.73,3,158,3,1,0,0,sales,low,average,average
6356,6357,0.4,0.72,3,204,4,1,0,0,sales,low,poor,average
6357,6358,0.16,0.82,5,121,2,0,0,0,sales,medium,very_poor,good
6358,6359,0.81,0.98,5,243,6,0,0,0,sales,medium,good,excellent
6359,6360,0.69,0.69,4,195,2,0,0,0,sales,medium,good,average
6360,6361,0.66,0.51,5,149,3,0,0,0,sales,medium,good,poor
6361,6362,0.66,0.62,5,214,2,0,0,0,sales,medium,good,average
6362,6363,0.61,0.53,4,266,3,0,0,0,accounting,medium,average,poor
6363,6364,0.99,0.77,5,222,2,0,0,0,accounting,medium,excellent,good
6364,6365,0.73,0.54,3,283,6,0,0,0,accounting,medium,good,poor
6365,6366,0.63,0.72,2,161,5,0,0,0,hr,medium,average,average
6366,6367,0.6,0.91,3,157,4,0,0,0,hr,medium,average,excellent
6367,6368,0.44,0.44,3,126,2,0,0,0,hr,medium,poor,very_poor
6368,6369,0.64,0.95,3,131,6,0,0,0,hr,medium,good,excellent
6369,6370,0.91,0.81,4,139,2,0,0,0,engineering,high,excellent,good
6370,6371,0.55,0.59,4,230,3,0,0,0,engineering,low,average,poor
6371,6372,0.7,0.73,4,240,2,1,0,0,engineering,medium,good,average
6372,6373,0.37,0.59,3,134,3,0,0,0,engineering,medium,poor,poor
6373,6374,0.16,0.56,6,196,3,0,0,0,engineering,medium,very_poor,poor
6374,6375,0.69,0.97,5,240,4,0,0,0,engineering,medium,good,excellent
6375,6376,0.96,0.47,2,233,5,1,0,0,engineering,low,excellent,very_poor
6376,6377,0.62,0.91,5,267,3,0,0,0,engineering,low,average,excellent
6377,6378,0.94,0.45,2,211,3,0,0,0,engineering,low,excellent,very_poor
6378,6379,0.67,0.83,3,260,3,0,0,0,engineering,low,good,good
6379,6380,0.89,0.57,3,113,3,0,0,0,engineering,low,excellent,poor
6380,6381,0.6,0.63,5,267,3,0,0,0,support,low,average,average
6381,6382,0.89,0.62,5,196,3,0,0,0,support,low,excellent,average
6382,6383,0.6,0.89,3,232,2,0,0,0,support,low,average,excellent
6383,6384,0.93,0.95,2,156,3,1,0,0,support,low,excellent,excellent
6384,6385,0.38,0.78,4,159,5,0,0,0,support,low,poor,good
6385,6386,0.62,0.57,3,223,3,1,0,0,support,low,average,poor
6386,6387,0.86,0.86,4,197,3,1,0,0,support,low,excellent,good
6387,6388,0.61,0.62,2,192,2,1,0,0,support,low,average,average
6388,6389,0.77,0.64,4,192,3,0,0,0,support,low,good,average
6389,6390,0.85,0.73,4,174,3,0,0,0,support,low,excellent,average
6390,6391,0.94,0.62,4,191,3,0,0,0,support,low,excellent,average
6391,6392,0.59,0.59,4,270,2,0,0,0,engineering,low,average,poor
6392,6393,0.9,0.92,3,139,3,0,0,0,engineering,low,excellent,excellent
6393,6394,0.86,0.65,4,243,2,0,0,0,engineering,low,excellent,average
6394,6395,0.72,0.7,3,238,2,0,0,0,management,low,good,average
6395,6396,0.84,0.52,5,189,2,1,0,0,IT,low,excellent,poor
6396,6397,0.64,0.5,4,189,3,0,0,0,IT,medium,good,poor
6397,6398,0.81,0.75,4,206,3,0,0,0,IT,medium,good,good
6398,6399,0.66,0.7,5,254,2,0,0,0,IT,medium,good,average
6399,6400,0.75,0.55,3,253,6,0,0,0,IT,medium,good,poor
6400,6401,0.54,0.67,3,243,2,0,0,0,product_mng,medium,average,average
6401,6402,0.98,0.76,3,224,2,0,0,0,product_mng,medium,excellent,good
6402,6403,0.8,0.85,4,139,2,0,0,0,product_mng,medium,good,good
6403,6404,0.68,0.7,5,270,3,0,0,0,product_mng,medium,good,average
6404,6405,0.54,0.57,3,257,2,0,0,0,IT,medium,average,poor
6405,6406,0.88,0.84,4,170,2,0,0,0,R&D,medium,excellent,good
6406,6407,0.71,0.62,3,222,3,0,0,0,R&D,medium,good,average
6407,6408,0.77,0.58,2,247,2,1,0,0,R&D,medium,good,poor
6408,6409,0.6,0.6,4,201,3,0,0,0,R&D,high,average,poor
6409,6410,0.53,0.75,4,263,5,0,0,0,R&D,low,average,good
6410,6411,0.85,0.5,3,168,2,1,0,0,marketing,medium,excellent,poor
6411,6412,0.59,0.75,4,190,2,0,0,0,sales,medium,average,good
6412,6413,0.23,0.77,4,140,5,0,0,0,accounting,medium,very_poor,good
6413,6414,0.7,0.6,3,224,3,0,0,0,support,medium,good,poor
6414,6415,0.92,0.49,5,145,3,0,0,0,engineering,low,excellent,poor
6415,6416,0.95,0.37,4,285,3,0,0,0,management,low,excellent,very_poor
6416,6417,0.39,0.43,3,154,3,0,0,0,marketing,low,poor,very_poor
6417,6418,0.85,0.8,4,200,2,0,0,0,marketing,low,excellent,good
6418,6419,0.98,0.7,3,255,2,1,0,0,marketing,low,excellent,average
6419,6420,0.15,0.48,6,204,6,1,0,0,sales,low,very_poor,very_poor
6420,6421,0.68,0.54,3,270,4,1,0,0,sales,low,good,poor
6421,6422,0.24,0.91,5,177,5,0,0,0,sales,low,very_poor,excellent
6422,6423,0.77,0.59,4,140,3,0,0,0,sales,medium,good,poor
6423,6424,0.36,0.69,3,165,3,0,0,0,sales,medium,poor,average
6424,6425,0.5,0.89,3,187,4,1,0,0,sales,medium,average,excellent
6425,6426,0.2,0.98,4,166,4,1,0,0,sales,medium,very_poor,excellent
6426,6427,0.86,0.56,5,141,2,0,0,0,sales,medium,excellent,poor
6427,6428,0.84,0.63,4,135,2,0,0,0,sales,medium,excellent,average
6428,6429,0.9,0.98,5,148,4,0,0,0,sales,medium,excellent,excellent
6429,6430,0.4,0.51,3,120,6,0,0,0,sales,medium,poor,poor
6430,6431,0.63,0.62,3,141,3,0,0,0,sales,medium,average,average
6431,6432,0.73,0.95,3,222,4,0,0,0,sales,medium,good,excellent
6432,6433,0.25,0.67,2,136,6,0,0,0,sales,medium,very_poor,average
6433,6434,0.7,0.57,3,180,2,0,0,0,sales,medium,good,poor
6434,6435,0.6,0.97,3,187,3,1,0,0,sales,medium,average,excellent
6435,6436,0.99,0.66,3,202,3,0,0,0,sales,medium,excellent,average
6436,6437,0.29,0.86,3,251,4,0,0,0,sales,medium,poor,good
6437,6438,0.53,0.63,4,259,2,0,0,0,sales,medium,average,average
6438,6439,0.83,0.76,3,262,2,0,0,0,accounting,medium,excellent,good
6439,6440,0.18,0.92,5,251,4,0,0,0,accounting,medium,very_poor,excellent
6440,6441,0.14,0.74,4,117,5,0,0,0,accounting,medium,very_poor,average
6441,6442,0.5,0.66,4,155,2,0,0,0,hr,medium,average,average
6442,6443,0.36,0.89,3,197,6,0,0,0,hr,medium,poor,excellent
6443,6444,0.34,0.56,3,139,2,0,0,0,hr,medium,poor,poor
6444,6445,0.51,0.75,4,175,2,0,0,0,hr,medium,average,good
6445,6446,0.5,0.52,5,137,3,1,0,0,engineering,medium,average,poor
6446,6447,0.69,0.93,3,228,4,0,0,0,engineering,medium,good,excellent
6447,6448,0.52,0.51,2,232,4,0,0,0,engineering,high,average,poor
6448,6449,0.32,0.5,2,143,3,0,0,0,engineering,high,poor,poor
6449,6450,0.88,0.99,3,190,5,0,0,0,engineering,high,excellent,excellent
6450,6451,0.6,0.87,3,196,3,1,0,0,engineering,high,average,good
6451,6452,0.72,0.8,3,213,3,0,0,0,engineering,high,good,good
6452,6453,0.65,0.9,3,200,3,0,0,0,engineering,high,good,excellent
6453,6454,0.82,0.78,5,166,2,0,0,0,engineering,high,excellent,good
6454,6455,0.67,0.92,5,258,3,0,0,0,engineering,high,good,excellent
6455,6456,0.44,0.87,5,104,4,0,0,0,engineering,high,poor,good
6456,6457,0.52,0.85,5,173,2,0,0,0,support,high,average,good
6457,6458,0.54,0.51,2,176,3,0,0,0,support,high,average,poor
6458,6459,0.67,0.76,5,181,3,0,0,0,support,high,good,good
6459,6460,0.16,0.64,6,143,5,1,0,0,support,low,very_poor,average
6460,6461,0.81,0.73,4,186,3,0,0,0,support,low,good,average
6461,6462,0.77,0.85,3,136,3,0,0,0,support,low,good,good
6462,6463,0.84,0.99,4,219,2,0,0,0,support,low,excellent,excellent
6463,6464,0.56,0.56,5,229,4,1,0,0,support,low,average,poor
6464,6465,0.67,0.97,5,239,3,0,0,0,support,low,good,excellent
6465,6466,0.65,0.7,4,182,2,0,0,0,support,low,good,average
6466,6467,0.39,0.57,2,132,3,0,0,0,support,low,poor,poor
6467,6468,0.77,0.75,3,272,3,0,0,0,engineering,low,good,good
6468,6469,0.41,0.96,5,167,3,1,0,0,engineering,low,poor,excellent
6469,6470,0.59,0.67,3,180,2,0,0,0,engineering,low,average,average
6470,6471,0.14,0.72,6,100,5,0,0,0,management,low,very_poor,average
6471,6472,0.6,0.82,4,134,2,0,0,0,IT,low,average,good
6472,6473,0.14,0.98,6,221,5,0,0,0,IT,low,very_poor,excellent
6473,6474,0.88,0.8,3,166,2,0,0,0,IT,low,excellent,good
6474,6475,0.6,0.91,4,214,2,0,0,0,IT,medium,average,excellent
6475,6476,1.0,0.49,4,227,3,1,0,0,IT,medium,excellent,poor
6476,6477,0.56,0.98,4,207,3,0,0,0,product_mng,medium,average,excellent
6477,6478,0.72,0.54,3,286,6,0,0,0,product_mng,medium,good,poor
6478,6479,0.59,0.83,3,240,3,1,0,0,product_mng,medium,average,good
6479,6480,0.74,0.75,4,111,4,1,0,0,product_mng,medium,good,good
6480,6481,0.52,0.69,4,164,2,0,0,0,IT,medium,average,average
6481,6482,0.77,0.74,2,187,6,0,0,0,R&D,medium,good,average
6482,6483,0.48,0.81,4,248,2,0,0,0,R&D,medium,average,good
6483,6484,0.99,0.56,5,210,2,0,0,0,R&D,medium,excellent,poor
6484,6485,0.23,0.78,4,163,6,0,0,0,R&D,medium,very_poor,good
6485,6486,0.63,1.0,5,241,4,0,0,0,R&D,medium,average,excellent
6486,6487,0.51,0.83,3,136,3,0,0,0,marketing,high,average,good
6487,6488,0.54,0.55,4,208,5,0,0,0,sales,high,average,poor
6488,6489,0.53,0.73,5,174,3,0,0,0,accounting,high,average,average
6489,6490,0.72,0.84,4,250,3,0,0,0,support,high,good,good
6490,6491,0.57,0.61,2,189,2,1,0,0,engineering,high,average,poor
6491,6492,0.81,0.77,3,204,3,0,0,0,management,high,good,good
6492,6493,0.64,0.57,4,217,3,0,0,0,marketing,high,good,poor
6493,6494,0.77,0.57,5,162,3,0,0,0,marketing,high,good,poor
6494,6495,0.83,0.55,3,257,2,0,0,0,marketing,low,excellent,poor
6495,6496,0.6,0.71,3,195,2,0,0,0,sales,low,average,average
6496,6497,0.86,0.87,5,156,4,0,0,0,sales,low,excellent,good
6497,6498,0.5,0.55,2,128,3,0,0,0,sales,low,average,poor
6498,6499,0.6,0.75,5,233,3,1,0,0,sales,low,average,good
6499,6500,0.85,0.73,4,260,4,0,0,0,sales,low,excellent,average
6500,6501,0.4,0.87,5,250,4,0,0,0,sales,low,poor,good
6501,6502,0.38,0.79,5,176,3,0,0,0,sales,low,poor,good
6502,6503,0.96,0.59,6,133,5,0,0,0,sales,medium,excellent,poor
6503,6504,0.59,0.57,4,197,2,0,0,0,sales,medium,average,poor
6504,6505,0.56,0.5,3,156,3,1,0,0,sales,medium,average,poor
6505,6506,0.84,0.96,3,162,3,0,0,0,sales,medium,excellent,excellent
6506,6507,0.94,0.99,3,207,2,0,0,0,sales,medium,excellent,excellent
6507,6508,0.72,0.63,3,223,2,1,0,0,sales,medium,good,average
6508,6509,0.82,0.7,3,149,2,0,0,0,sales,medium,excellent,average
6509,6510,1.0,0.95,3,275,3,1,0,0,sales,medium,excellent,excellent
6510,6511,0.62,0.77,3,271,2,0,0,0,sales,medium,average,good
6511,6512,0.76,0.89,3,273,2,1,0,0,sales,medium,good,excellent
6512,6513,0.23,0.74,5,219,4,0,0,0,sales,medium,very_poor,average
6513,6514,0.7,0.99,5,135,4,0,0,0,sales,medium,good,excellent
6514,6515,0.71,0.88,3,158,3,0,0,0,accounting,medium,good,excellent
6515,6516,0.32,0.37,3,167,3,0,0,0,accounting,medium,poor,very_poor
6516,6517,0.69,0.67,4,274,4,0,0,0,accounting,medium,good,average
6517,6518,0.66,0.59,3,145,3,0,0,0,hr,medium,good,poor
6518,6519,0.7,0.67,6,233,6,0,0,0,hr,medium,good,average
6519,6520,0.91,0.76,3,159,3,0,0,0,hr,medium,excellent,good
6520,6521,0.2,0.7,4,221,5,0,0,0,hr,medium,very_poor,average
6521,6522,0.72,0.83,3,132,2,0,0,0,engineering,medium,good,good
6522,6523,0.74,0.93,5,140,3,0,0,0,engineering,medium,good,excellent
6523,6524,0.53,0.79,3,206,3,0,0,0,engineering,medium,average,good
6524,6525,0.99,0.92,4,229,2,0,0,0,engineering,medium,excellent,excellent
6525,6526,0.75,0.85,4,272,4,0,0,0,engineering,high,good,good
6526,6527,0.86,0.78,4,164,2,0,0,0,engineering,low,excellent,good
6527,6528,0.93,0.86,4,145,3,0,0,0,engineering,medium,excellent,good
6528,6529,0.81,0.95,3,212,3,0,0,0,engineering,medium,good,excellent
6529,6530,0.49,0.67,3,254,2,1,0,0,engineering,medium,average,average
6530,6531,0.97,0.72,5,260,4,0,0,0,engineering,medium,excellent,average
6531,6532,0.62,0.89,3,201,3,0,0,0,engineering,medium,average,excellent
6532,6533,0.75,0.79,4,176,4,1,0,0,support,medium,good,good
6533,6534,0.87,0.58,3,140,3,1,0,0,support,medium,excellent,poor
6534,6535,0.93,0.65,5,201,3,0,0,0,support,medium,excellent,average
6535,6536,0.74,0.68,3,206,2,1,0,0,support,medium,good,average
6536,6537,0.68,0.57,3,197,3,1,0,0,support,medium,good,poor
6537,6538,0.49,0.63,3,245,4,0,0,0,support,low,average,average
6538,6539,0.75,0.84,3,145,3,1,0,0,support,low,good,good
6539,6540,0.95,0.58,4,131,5,0,0,0,support,low,excellent,poor
6540,6541,0.95,0.75,5,235,3,1,0,0,support,low,excellent,good
6541,6542,0.67,0.65,5,242,3,0,0,0,support,low,good,average
6542,6543,0.71,0.6,2,251,3,0,0,0,support,low,good,poor
6543,6544,0.81,0.73,4,258,2,0,0,0,engineering,low,good,average
6544,6545,0.79,0.36,3,114,3,0,0,0,engineering,high,good,very_poor
6545,6546,0.57,0.52,3,143,2,0,0,0,engineering,low,average,poor
6546,6547,0.85,0.65,3,187,2,0,0,0,management,high,excellent,average
6547,6548,0.15,0.78,5,255,3,0,0,0,IT,high,very_poor,good
6548,6549,0.48,0.87,3,267,2,0,0,0,IT,low,average,good
6549,6550,0.92,0.91,4,247,3,0,0,0,IT,low,excellent,excellent
6550,6551,0.73,0.67,4,153,3,0,0,0,IT,high,good,average
6551,6552,0.68,0.71,3,237,3,0,0,0,IT,low,good,average
6552,6553,0.88,0.55,5,182,3,0,0,0,product_mng,medium,excellent,poor
6553,6554,0.8,0.55,4,144,5,1,0,0,product_mng,high,good,poor
6554,6555,0.66,0.9,3,176,2,1,0,0,product_mng,medium,good,excellent
6555,6556,0.19,0.8,5,203,6,0,0,0,product_mng,medium,very_poor,good
6556,6557,0.3,0.53,3,148,4,0,0,0,IT,medium,poor,poor
6557,6558,0.8,0.8,3,175,2,0,0,0,R&D,medium,good,good
6558,6559,0.66,0.84,3,211,4,0,0,0,R&D,high,good,good
6559,6560,0.22,0.67,6,175,5,0,0,0,R&D,medium,very_poor,average
6560,6561,0.57,0.59,4,206,3,0,0,0,R&D,medium,average,poor
6561,6562,0.83,0.73,4,262,2,0,0,0,R&D,medium,excellent,average
6562,6563,0.57,0.5,4,177,2,0,0,0,marketing,high,average,poor
6563,6564,0.78,0.54,3,134,3,0,0,0,sales,medium,good,poor
6564,6565,0.88,0.89,2,201,3,0,0,0,accounting,high,excellent,excellent
6565,6566,0.48,0.69,3,105,3,0,0,0,support,low,average,average
6566,6567,0.91,0.82,4,259,3,0,0,0,engineering,medium,excellent,good
6567,6568,0.3,0.97,3,171,4,1,0,0,management,medium,poor,excellent
6568,6569,0.63,0.98,4,228,3,0,0,0,marketing,medium,average,excellent
6569,6570,0.62,0.36,2,137,4,1,0,0,marketing,medium,average,very_poor
6570,6571,0.74,0.72,5,196,3,0,0,0,marketing,low,good,average
6571,6572,0.5,0.53,3,207,4,0,0,0,sales,low,average,poor
6572,6573,0.36,0.74,6,280,3,0,0,0,sales,low,poor,average
6573,6574,0.57,0.65,4,162,3,1,0,0,sales,low,average,average
6574,6575,0.73,0.55,4,267,3,0,0,0,sales,low,good,poor
6575,6576,0.77,0.67,5,207,2,0,0,0,sales,low,good,average
6576,6577,0.86,0.5,4,196,2,0,0,0,sales,low,excellent,poor
6577,6578,0.24,0.55,6,231,4,0,0,0,sales,low,very_poor,poor
6578,6579,0.83,0.62,4,242,3,0,0,0,sales,low,excellent,average
6579,6580,0.72,0.63,4,207,3,0,0,0,sales,low,good,average
6580,6581,0.52,0.82,4,206,2,1,0,0,sales,high,average,good
6581,6582,0.99,0.54,4,236,4,0,0,0,sales,low,excellent,poor
6582,6583,0.15,0.68,5,246,2,0,0,0,sales,low,very_poor,average
6583,6584,0.79,0.94,3,204,2,1,0,0,sales,low,good,excellent
6584,6585,0.19,0.91,3,268,4,0,0,0,sales,low,very_poor,excellent
6585,6586,0.59,0.62,3,212,2,1,0,0,sales,high,average,average
6586,6587,0.15,0.74,6,178,3,0,0,0,sales,low,very_poor,average
6587,6588,0.75,0.72,5,260,3,0,0,0,sales,low,good,average
6588,6589,0.47,0.71,2,241,4,0,0,0,sales,low,average,average
6589,6590,0.64,0.64,3,234,3,1,0,0,sales,high,good,average
6590,6591,0.66,0.76,3,207,2,0,0,0,accounting,low,good,good
6591,6592,0.8,0.91,5,242,3,1,0,0,accounting,medium,good,excellent
6592,6593,0.82,0.52,5,225,2,0,0,0,accounting,high,excellent,poor
6593,6594,0.8,0.98,3,161,3,0,0,0,hr,medium,good,excellent
6594,6595,0.98,0.98,4,259,2,0,0,0,hr,high,excellent,excellent
6595,6596,0.95,0.96,3,250,3,0,0,0,hr,medium,excellent,excellent
6596,6597,0.88,0.61,3,236,3,0,0,0,hr,medium,excellent,poor
6597,6598,0.9,0.97,4,239,4,0,0,0,engineering,medium,excellent,excellent
6598,6599,0.66,0.83,4,266,3,1,0,0,engineering,medium,good,good
6599,6600,0.99,0.62,5,133,3,0,0,0,engineering,medium,excellent,average
6600,6601,0.86,0.95,5,275,2,0,0,0,engineering,medium,excellent,excellent
6601,6602,0.96,0.95,5,189,2,0,0,0,engineering,medium,excellent,excellent
6602,6603,1.0,0.63,5,171,3,0,0,0,engineering,medium,excellent,average
6603,6604,0.46,0.38,6,140,3,0,0,0,engineering,high,average,very_poor
6604,6605,0.19,0.85,6,116,3,0,0,0,engineering,low,very_poor,good
6605,6606,0.73,0.6,3,145,6,1,0,0,engineering,medium,good,poor
6606,6607,0.63,0.5,4,167,3,1,0,0,engineering,medium,average,poor
6607,6608,0.68,0.89,4,227,3,0,0,0,engineering,medium,good,excellent
6608,6609,0.78,0.96,4,245,3,0,0,0,support,medium,good,excellent
6609,6610,0.79,0.56,4,132,3,0,0,0,support,medium,good,poor
6610,6611,0.86,0.99,3,254,2,0,0,0,support,medium,excellent,excellent
6611,6612,0.98,0.53,4,166,2,0,0,0,support,medium,excellent,poor
6612,6613,0.89,0.79,2,208,3,1,0,0,support,medium,excellent,good
6613,6614,0.86,0.87,3,197,4,1,0,0,support,medium,excellent,good
6614,6615,0.65,0.83,4,263,3,1,0,0,support,high,good,good
6615,6616,0.52,0.98,4,272,2,0,0,0,support,low,average,excellent
6616,6617,0.54,0.65,3,147,3,1,0,0,support,low,average,average
6617,6618,0.68,0.73,4,197,3,0,0,0,support,low,good,average
6618,6619,0.88,0.65,3,268,2,0,0,0,support,high,excellent,average
6619,6620,0.75,0.85,4,181,3,0,0,0,engineering,low,good,good
6620,6621,0.17,0.93,6,192,4,0,0,0,engineering,low,very_poor,excellent
6621,6622,0.92,0.83,5,270,3,0,0,0,engineering,low,excellent,good
6622,6623,0.79,0.66,3,183,3,0,0,0,management,high,good,average
6623,6624,0.52,0.66,5,184,3,0,0,0,IT,low,average,average
6624,6625,0.95,0.73,4,238,3,1,0,0,IT,low,excellent,average
6625,6626,0.72,0.49,4,148,2,0,0,0,IT,low,good,poor
6626,6627,0.4,0.41,4,127,3,0,0,0,IT,low,poor,very_poor
6627,6628,0.61,0.59,3,162,2,1,0,0,IT,low,average,poor
6628,6629,0.49,0.97,4,166,5,0,0,0,product_mng,low,average,excellent
6629,6630,0.32,0.55,4,283,4,0,0,0,product_mng,low,poor,poor
6630,6631,0.82,0.77,3,108,6,0,0,0,product_mng,medium,excellent,good
6631,6632,0.9,0.79,3,154,2,0,0,0,product_mng,medium,excellent,good
6632,6633,0.95,0.74,3,139,2,0,0,0,IT,medium,excellent,average
6633,6634,0.55,0.6,5,271,3,1,0,0,R&D,medium,average,poor
6634,6635,0.91,0.78,4,153,3,0,0,0,R&D,medium,excellent,good
6635,6636,0.45,0.41,3,216,6,1,0,0,R&D,medium,poor,very_poor
6636,6637,0.65,0.6,3,218,4,0,0,0,R&D,medium,good,poor
6637,6638,0.88,0.89,3,171,2,0,0,0,R&D,medium,excellent,excellent
6638,6639,0.78,0.76,3,238,3,0,0,0,marketing,medium,good,good
6639,6640,0.77,0.71,3,134,3,0,0,0,marketing,medium,good,average
6640,6641,0.32,0.75,3,255,4,0,0,0,sales,medium,poor,good
6641,6642,0.98,0.38,4,140,6,0,0,0,accounting,medium,excellent,very_poor
6642,6643,0.51,0.76,2,239,3,0,0,0,support,high,average,good
6643,6644,0.81,0.59,4,187,2,0,0,0,engineering,low,good,poor
6644,6645,0.64,0.9,5,279,5,0,0,0,management,medium,good,excellent
6645,6646,0.73,0.94,4,213,3,1,0,0,marketing,medium,good,excellent
6646,6647,0.49,0.56,5,202,2,0,0,0,marketing,medium,average,poor
6647,6648,0.84,0.54,3,265,2,0,0,0,marketing,medium,excellent,poor
6648,6649,0.81,0.86,4,249,3,0,0,0,sales,low,good,good
6649,6650,0.77,0.5,4,281,2,0,0,0,sales,low,good,poor
6650,6651,0.24,0.83,3,208,5,0,0,0,sales,low,very_poor,good
6651,6652,0.77,0.78,3,165,2,0,0,0,sales,low,good,good
6652,6653,0.13,0.88,3,146,5,0,0,0,sales,low,very_poor,excellent
6653,6654,0.94,0.66,4,230,2,0,0,0,sales,low,excellent,average
6654,6655,0.61,0.82,3,209,2,0,0,0,sales,low,average,good
